,giorno,ndosi,second_doses,stock_values
1,1,0,0.0,0.0
2,2,0,0.0,0.0
3,3,0,0.0,0.0
4,4,0,0.0,0.0
5,5,0,0.0,0.0
6,6,9996522,0.0,0.0
7,7,0,0.0,0.0
8,8,9999919,0.0,4997241.0
9,9,0,0.0,4997241.0
10,10,0,0.0,4997241.0
11,11,0,0.0,4997241.0
12,12,0,0.0,4997241.0
13,13,0,0.0,4997241.0
14,14,0,0.0,4997241.0
15,15,0,0.0,4997241.0
16,16,0,0.0,4997241.0
17,17,0,0.0,0.0
18,18,0,0.0,0.0
19,19,0,0.0,0.0
20,20,0,0.0,0.0
21,21,0,0.0,0.0
22,22,0,0.0,0.0
23,23,0,0.0,0.0
24,24,0,0.0,0.0
25,25,10000985,0.0,4998188.0
26,26,0,0.0,4998188.0
27,27,10001012,9996522.0,5002678.0
28,28,0,0.0,5002678.0
29,29,0,5002678.0,0.0
30,30,0,0.0,0.0
31,31,0,0.0,0.0
32,32,0,0.0,0.0
33,33,0,0.0,0.0
34,34,0,0.0,0.0
35,35,0,0.0,0.0
36,36,0,0.0,0.0
37,37,0,0.0,0.0
38,38,10004527,4997241.0,5007286.0
39,39,0,0.0,5007286.0
40,40,0,0.0,5007286.0
41,41,9999913,0.0,15007199.0
42,42,0,0.0,15007199.0
43,43,0,0.0,15007199.0
44,44,0,0.0,15007199.0
45,45,0,0.0,5009182.0
46,46,0,5002797.0,6385.0
47,47,0,0.0,6385.0
48,48,0,0.0,6385.0
49,49,0,0.0,6385.0
50,50,0,0.0,6385.0
51,51,0,0.0,6385.0
52,52,0,0.0,0.0
53,53,0,0.0,0.0
54,54,9998625,0.0,9996466.0
55,55,0,0.0,0.0
56,56,0,0.0,0.0
57,57,0,0.0,0.0
58,58,0,0.0,0.0
59,59,0,0.0,0.0
60,60,0,0.0,0.0
61,61,0,0.0,0.0
62,62,0,0.0,0.0
63,63,0,0.0,0.0
64,64,0,0.0,0.0
65,65,0,0.0,0.0
66,66,9998017,9998017.0,0.0
67,67,0,0.0,0.0
68,68,0,0.0,0.0
69,69,0,0.0,0.0
70,70,0,0.0,0.0
71,71,0,0.0,0.0
72,72,0,0.0,0.0
73,73,10002685,6385.0,2159.0
74,74,0,0.0,2159.0
75,75,0,2159.0,0.0
76,76,9998412,9996466.0,1946.0
77,77,9998865,0.0,10000811.0
78,78,0,0.0,10000811.0
79,79,0,0.0,0.0
80,80,0,0.0,0.0
81,81,9995505,0.0,9995505.0
82,82,0,0.0,2060.0
83,83,0,0.0,2060.0
84,84,0,0.0,2060.0
85,85,9999905,0.0,10001965.0
86,86,0,0.0,10001965.0
87,87,0,0.0,10001965.0
88,88,0,0.0,10001965.0
89,89,0,0.0,10001965.0
90,90,0,0.0,10001965.0
91,91,0,0.0,10001965.0
92,92,10003456,0.0,10009077.0
93,93,0,0.0,9994141.0
94,94,0,9994141.0,0.0
95,95,0,0.0,0.0
96,96,0,0.0,0.0
97,97,0,0.0,0.0
98,98,0,0.0,0.0
99,99,0,0.0,0.0
100,100,10000811,10000811.0,0.0
101,101,0,0.0,0.0
102,102,0,0.0,0.0
103,103,9993445,9993445.0,0.0
104,104,0,0.0,0.0
105,105,0,0.0,0.0
106,106,0,0.0,0.0
107,107,0,0.0,0.0
108,108,0,0.0,0.0
109,109,0,0.0,0.0
110,110,0,0.0,0.0
111,111,0,0.0,0.0
112,112,0,0.0,0.0
113,113,9996344,9996344.0,0.0
114,114,10001904,14936.0,9986968.0
115,115,0,0.0,9986968.0
116,116,0,0.0,9986968.0
117,117,0,0.0,9986968.0
118,118,0,0.0,9986968.0
119,119,0,0.0,9986968.0
120,120,0,0.0,9986968.0
121,121,0,0.0,9986968.0
122,122,0,0.0,9986968.0
123,123,0,0.0,9986968.0
124,124,0,0.0,9986968.0
125,125,0,0.0,9986968.0
126,126,0,0.0,9986968.0
127,127,10002155,0.0,19989123.0
128,128,0,0.0,19989123.0
129,129,0,0.0,19989123.0
130,130,0,0.0,19989123.0
131,131,0,0.0,19989123.0
132,132,0,0.0,19989123.0
133,133,0,0.0,19989123.0
134,134,0,0.0,19989123.0
135,135,0,0.0,19989123.0
136,136,0,0.0,19989123.0
137,137,0,0.0,19989123.0
138,138,0,0.0,19989123.0
139,139,0,0.0,19989123.0
140,140,9998213,0.0,29987336.0
141,141,0,0.0,19990984.0
142,142,0,0.0,19990984.0
143,143,0,0.0,9996251.0
144,144,0,0.0,9996251.0
145,145,0,0.0,666.0
146,146,0,0.0,666.0
147,147,0,0.0,666.0
148,148,0,0.0,666.0
149,149,0,0.0,666.0
150,150,0,0.0,666.0
151,151,0,0.0,666.0
152,152,0,0.0,666.0
153,153,9996914,0.0,9997580.0
154,154,0,0.0,9997580.0
155,155,0,0.0,9997580.0
156,156,0,0.0,0.0
157,157,0,0.0,0.0
158,158,0,0.0,0.0
159,159,0,0.0,0.0
160,160,0,0.0,0.0
161,161,0,0.0,0.0
162,162,9996352,9996352.0,0.0
163,163,0,0.0,0.0
164,164,9994733,9994733.0,0.0
165,165,0,0.0,0.0
166,166,9995585,9995585.0,0.0
167,167,0,0.0,0.0
168,168,0,0.0,0.0
169,169,0,0.0,0.0
170,170,0,0.0,0.0
171,171,0,0.0,0.0
172,172,0,0.0,0.0
173,173,0,0.0,0.0
174,174,0,0.0,0.0
175,175,0,0.0,0.0
176,176,0,0.0,0.0
177,177,9997580,9997580.0,0.0
178,178,0,0.0,0.0
179,179,0,0.0,0.0
180,180,0,0.0,0.0
